Family,Genus,Species,Museum_number,Date,Year,Country,Location,Latitude,Longitude,Reference,Holotype,Checked
Hipposideridae,Macronycteris,vittatus,,,NA,Democratic Republic of Congo,Kiseny (=Kasenye),1.4,30.433,Van Cakenberghe et al. 2017,,
Hipposideridae,Macronycteris,vittatus,,,1929,Democratic Republic of Congo,Kunungu,-2.1,16.4333,Van Cakenberghe et al. 2017,,
Hipposideridae,Macronycteris,vittatus,RMCA495,,1902,Democratic Republic of Congo,Lofoi,-10.2,25.45,Van Cakenberghe et al. 2017,,
Hipposideridae,Macronycteris,vittatus,,,1962,Democratic Republic of Congo,Lovanium University (= Kinshasa),-4.3,15.3,Van Cakenberghe et al. 2017,,
Hipposideridae,Macronycteris,vittatus,,,NA,Democratic Republic of Congo,Marungu,-6.717,29.517,Van Cakenberghe et al. 2017,,
Hipposideridae,Macronycteris,vittatus,,,1986,Democratic Republic of Congo,Mosenge,-4.65,18.97,Van Cakenberghe et al. 2017,,
Hipposideridae,Macronycteris,vittatus,RBINS 13325,,1951,Democratic Republic of Congo,Mutsora,0.3167,29.7333,Van Cakenberghe et al. 2017,,
Hipposideridae,Macronycteris,vittatus,,,1959,Democratic Republic of Congo,Mwanakusu cave,-4.5833,27.1333,Van Cakenberghe et al. 2017,,
Hipposideridae,Macronycteris,vittatus,RMCA2621 1,,1959,Democratic Republic of Congo,Panda,-10.98,26.78,Van Cakenberghe et al. 2017,,
Hipposideridae,Macronycteris,vittatus,RBINS 205b,,1889,Democratic Republic of Congo,Tanganyika Lake,8.7167,30.9667,Van Cakenberghe et al. 2017,,
Hipposideridae,Macronycteris,vittatus,,,NA,Ethiopia,Awash National Park,8.9,39.9167,Largen et al. 1974,,
Hipposideridae,Macronycteris,vittatus,,,1973,Ethiopia,Koka,8.45,39.1,Largen et al. 1974,,
Hipposideridae,Macronycteris,vittatus,,,NA,Ethiopia,Upper Ganale River,4.1667,42.0833,Largen et al. 1974,,
Hipposideridae,Macronycteris,vittatus,,,NA,Kenya,Bushwacker's Safari Camp,-2.3167,38.1167,Aggundey & Schlitter 1984,,
Hipposideridae,Macronycteris,vittatus,,,NA,Kenya,Machakos,-1.5167,37.2667,Aggundey & Schlitter 1984,,
Hipposideridae,Macronycteris,vittatus,,,NA,Kenya,Malindi,-3.2167,40.1167,Aggundey & Schlitter 1984,,
Hipposideridae,Macronycteris,vittatus,,,NA,Kenya,Masalani,-2.3167,38.1167,Aggundey & Schlitter 1984,,
Hipposideridae,Macronycteris,vittatus,,,NA,Kenya,Ngombeni,-4.1333,39.65,Aggundey & Schlitter 1984,,
Hipposideridae,Macronycteris,vittatus,,,NA,Kenya,Shimoni,-4.62,39.36,Aggundey & Schlitter 1984,,
Hipposideridae,Macronycteris,vittatus,,,NA,Kenya,Tana River,-2.49,40.5167,Aggundey & Schlitter 1984,,
Hipposideridae,Macronycteris,vittatus,,,NA,Kenya,Tiwi,-4.2333,39.5833,Aggundey & Schlitter 1984,,
Hipposideridae,Macronycteris,vittatus,,,NA,Kenya,"Tsavo E NP, Galana River",-3.35,38.8167,Aggundey & Schlitter 1984,,
Hipposideridae,Macronycteris,vittatus,NMMB,,1984,Malawi,Blantyre,-15.78,35,Happold et al. 1987,,
Hipposideridae,Macronycteris,vittatus,DCDH,,1984,Malawi,Lengwe NP,-16.2,34.78,Happold et al. 1987,,
Hipposideridae,Macronycteris,vittatus,DCDH,,1984,Malawi,Liwonde NP,-15.03,35.25,Happold et al. 1987,,
Hipposideridae,Macronycteris,vittatus,NMMB,,1984,Malawi,Monkey Bay,-14.07,34.92,Happold et al. 1987,,
Hipposideridae,Macronycteris,vittatus,DCDH,,1984,Malawi,Zomba,-15.38,35.32,Happold et al. 1987,,
Hipposideridae,Macronycteris,vittatus,ZMB 37150,,NA,Mozambique,"Ibo Island, Querembas",-12.64,40.6,Monadjem et al. 2020,,Yes
Hipposideridae,Macronycteris,vittatus,ZMB363,,1847,Mozambique,"Ibo Island, Querembas",-12.64,40.6,Van Cakenberghe & Seamark 2022,Holotype,
Hipposideridae,Macronycteris,vittatus,SMM13668,,NA,Namibia,"Aigamas cave, Grootfontein",-19.88,17.63,Monadjem et al. 2020,,Yes
Hipposideridae,Macronycteris,vittatus,SMM6808,,NA,Namibia,Arnhem Cave,-22.7,18.1,Monadjem et al. 2020,,Yes
Hipposideridae,Macronycteris,vittatus,KM1840,,NA,Namibia,Gobabis,-22.45,19.87,Monadjem et al. 2020,,Yes
Hipposideridae,Macronycteris,vittatus,LACM056258,,NA,Namibia,"Outjo, 40km NE",-19.9,16.3,Monadjem et al. 2020,,Yes
Hipposideridae,Macronycteris,vittatus,SMM6828,,NA,Namibia,Windhoek,-22.63,17.13,Monadjem et al. 2020,,Yes
Hipposideridae,Macronycteris,vittatus,,,NA,Somalia,Alto Giuba,3,43.5,Funaioli 1959,,
Hipposideridae,Macronycteris,vittatus,,,NA,Somalia,Medio Scebeli,1.9,44.5,Funaioli 1959,,
Hipposideridae,Macronycteris,vittatus,,,NA,Somalia,Dolo,4.1833,42.0833,Largen et al. 1974,,
Hipposideridae,Macronycteris,vittatus,,,1986,Somalia,Jubba (Shoonto FR),1.0667,42.5833,Varty & Hill 1988,,
Hipposideridae,Macronycteris,vittatus,,,NA,Tanzania,Kilosa,-6.85,36.9833,Swynnerton & Hayman 1951,,
Hipposideridae,Macronycteris,vittatus,,,NA,Tanzania,Pemba Island,-5.1667,39.75,Swynnerton & Hayman 1951,,
Hipposideridae,Macronycteris,vittatus,,,NA,Tanzania,Zanzibar Island,-6,39.3333,Swynnerton & Hayman 1951,,
Hipposideridae,Macronycteris,vittatus,UZMZ,,NA,Zambia,Leopard's Hill Cave,-15.55,28.72,Ansell 1969,,
Hipposideridae,Macronycteris,vittatus,,,NA,Zambia,"Mongu, SE of",-16.7,24.5,Ansell 1978,,
Hipposideridae,Macronycteris,vittatus,NMZB33597,,NA,Zimbabwe,"Mabura 1 Cave, Ngondoma R",-18.37,29.37,Monadjem et al. 2020,,Yes
Megadermatidae,Cardioderma,cor,MCZ,28-Oct-21,1921,Tanzania,Mkalama ,-4.1167,34.7542,GBIF,,
Megadermatidae,Cardioderma,cor,FMNH,05-Aug-37,1937,Tanzania,"Lake Manyara, SW, Mbulu",-3.85,35.5333,GBIF,,
Megadermatidae,Cardioderma,cor,CAS,01-Aug-58,1958,Somalia,Hargeisa,9.5833,44.0667,GBIF,,
Megadermatidae,Cardioderma,cor,LACM,30-Sep-69,1969,Kenya,"Lotongot Lotongot, West Pokot",1.7333,35.6333,GBIF,,
Megadermatidae,Cardioderma,cor,USNM,17-Apr-73,1973,Ethiopia,Dolo,4.18,42.08,GBIF,,
Megadermatidae,Cardioderma,cor,ROM,28-Jun-74,1974,Kenya,Ramu,3.9667,41.2167,GBIF,,
Megadermatidae,Cardioderma,cor,USNM,12-Mar-75,1975,Ethiopia,Kelam,4.73,35.97,GBIF,,
Megadermatidae,Cardioderma,cor,,17-Jul-96,1996,Tanzania,"Tarangire National Park, Foley's Camp",-3.7979,36.0688,GBIF,,
Megadermatidae,Cardioderma,cor,FMNH234102,31-Mar-15,2015,Kenya,"Kitui, Mutha, Ngelani Baobab",-1.6975,38.4673,P. Webala Unpublished,,Yes
Megadermatidae,Cardioderma,cor,FMNH,25-Jul-15,2015,Kenya,"Marsabit National Park and Reserve, 12.09 km SW campground near headquarters",2.2354,37.9267,GBIF,,
Megadermatidae,Cardioderma,cor,HZM,,1999,Djibouti,Assamo,10.9833,42.8333,Pearch et al. 2001,,
Megadermatidae,Cardioderma,cor,HZM,,1999,Djibouti,Bankouale,11.8167,42.6667,Pearch et al. 2001,,
Megadermatidae,Cardioderma,cor,HZM,,1999,Djibouti,Ghoubbet el Kharab,11.4333,42.6,Pearch et al. 2001,,
Megadermatidae,Cardioderma,cor,HZM,,1999,Djibouti,Randa,11.85,42.6667,Pearch et al. 2001,,
Megadermatidae,Cardioderma,cor,HZM,,1999,Djibouti,Tabkallou,11.97,43.2,Pearch et al. 2001,,
Megadermatidae,Cardioderma,cor,,,NA,Eritrea,Ghirghiret,15.6167,39.05,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,,,NA,Eritrea,Solomona Habesh,15.7,38.8333,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,BMNH,,NA,Eritrea,Wiah,15.3,39.5167,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,HZM,,NA,Ethiopia,"Nechisar NP, HQ",5.3333,37.5833,Duckworth et al. 1993,,
Megadermatidae,Cardioderma,cor,,,NA,Ethiopia,Amar Cocche,5.0667,36.7833,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,,,1973,Ethiopia,Arba Minch,6.05,37.6333,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,,,1929,Ethiopia,Auramalka (= Aware Melca),9.1333,39.9667,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,,,NA,Ethiopia,Awash National Park,8.9,39.9167,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,,,1972,Ethiopia,Bahadu,10.1,40.6,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,,,NA,Ethiopia,Dhar-Ala,11.95,40.1333,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,,,NA,Ethiopia,Gerlogobi,6.8667,45.0333,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,,,NA,Ethiopia,"Ghinir, 7km",7.1667,40.7,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,,,NA,Ethiopia,"Lake Abaya, W",6.2167,37.8167,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,,,NA,Ethiopia,"Lake Stephanie, N",4.9167,36.9167,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,,,1971,Ethiopia,Metahara,8.9,39.9167,Largen et al. 1974,,
Megadermatidae,Cardioderma,cor,ZMUM,,1994,Ethiopia,Awash NP,9.0667,40.2333,Lavrenchenko et al. 2004,,
Megadermatidae,Cardioderma,cor,ZMB4181,,1872,Ethiopia,"""Ethiopia""",NA,NA,Van Cakenberghe & Seamark 2022,Holotype,
Megadermatidae,Cardioderma,cor,SMF,,1975,Ethiopia,Afdem,9.45,40.9667,Yalden et al. 1996,,
Megadermatidae,Cardioderma,cor,USNM,,1973,Ethiopia,Asaita,11.5667,41.4333,Yalden et al. 1996,,
Megadermatidae,Cardioderma,cor,SMF,,1975,Ethiopia,Duhun,7.2,42.7,Yalden et al. 1996,,
Megadermatidae,Cardioderma,cor,SMF,,1975,Ethiopia,"Fafan River, Dagabur, 30km SW",8.0833,43.3833,Yalden et al. 1996,,
Megadermatidae,Cardioderma,cor,SMF,,1974,Ethiopia,"Neghelli, 74km E",5.2667,40.25,Yalden et al. 1996,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Archer's Post,0.65,37.6833,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Buffalo Springs,0.6167,37.65,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Bushwacker's Safari Camp,-2.3167,38.1167,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Chanler's Falls,0.7833,38.0833,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Diani,-4.3,39.5667,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Eusso Nyiro,0.5,36,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Ferguson's Gulf,3.5167,35.9167,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Garba Tula,0.5333,38.5167,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Habaswein,1.0167,39.4833,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Kilifi,-3.6333,39.85,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Lamu Island,-2.2833,40.8667,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Lodwar,3.1167,35.6,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,"Lorugumo, Turkana",2.8833,35.25,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Magadi,-1.9,36.2833,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Malindi,-3.2167,40.1167,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,"Masabubu, Garissa",-1.2167,40,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Masalani,-2.3167,38.1167,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Maungu,-3.55,38.75,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Mombasa,-4.08,39.64,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Ndara Hills,-3.5167,38.6,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Ngombeni,-4.1333,39.65,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Olorgesailie,-1.5667,36.45,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Patta Island,-2.1167,41.05,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Sebaki River,-3.15,40.1333,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Shimoni,-4.62,39.36,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Sokoke Forest,-3.4833,39.8333,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Taveta,-3.4,37.6833,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Tharaka,-0.3,38.0167,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Tiwi ,-4.2333,39.5833,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Tiwi ,-4.2333,39.5833,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Tsavo NP,-2.9833,38.4667,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Tsavo W NP,-2.9833,38.4667,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Tseikuru,-0.3,38.2167,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Ukazzi,-0.8833,38.4,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Ukunda,-4.2833,39.5667,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Voi,-3.3833,38.5667,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Kenya,Yatta Escarpment,-3,38.75,Aggundey & Schlitter 1984,,
Megadermatidae,Cardioderma,cor,,,NA,Somalia,Alto Giuba,3,43.5,Funaioli 1959,,
Megadermatidae,Cardioderma,cor,,,NA,Somalia,Basso Giuba,0,42,Funaioli 1959,,
Megadermatidae,Cardioderma,cor,,,NA,Somalia,Basso Scebeli,1.9,45,Funaioli 1959,,
Megadermatidae,Cardioderma,cor,,,1986,Somalia,Jubba (Shoonto FR),1.0667,42.5833,Varty & Hill 1988,,
Megadermatidae,Cardioderma,cor,FMNH,,NA,South Sudan,Kapoeta,4.75,33.75,Koopman 1975,,
Megadermatidae,Cardioderma,cor,ZMK,,NA,South Sudan,Lobira,4.4,33.05,Koopman 1975,,
Megadermatidae,Cardioderma,cor,ZMK,,NA,South Sudan,Lodwara,4.25,33.2167,Koopman 1975,,
Megadermatidae,Cardioderma,cor,FMNH,,NA,South Sudan,Loelli,5.0833,34.6667,Koopman 1975,,
Megadermatidae,Cardioderma,cor,HZM,,NA,South Sudan,Lokomarinyang,5.0333,35.5833,Koopman 1975,,
Megadermatidae,Cardioderma,cor,FMNH,,NA,South Sudan,Mura,4.8,33.7167,Koopman 1975,,
Megadermatidae,Cardioderma,cor,FMNH,,NA,South Sudan,Murukurun,4.4,33.3,Koopman 1975,,
Megadermatidae,Cardioderma,cor,FMNH,,NA,South Sudan,Talanga Forest,4,32.7333,Koopman 1975,,
Megadermatidae,Cardioderma,cor,ZMK,,NA,South Sudan,Teretainia,3.9167,33.1667,Koopman 1975,,
Megadermatidae,Cardioderma,cor,AMNH,,NA,South Sudan,Torit,4.4167,32.5667,Koopman 1975,,
Megadermatidae,Cardioderma,cor,FMNH,,NA,Sudan,Telaweit,16,36,Koopman 1975,,
Megadermatidae,Cardioderma,cor,,,NA,Tanzania,Kilimanjaro,-4.8667,37.1167,Swynnerton & Hayman 1951,,
Megadermatidae,Cardioderma,cor,,,NA,Tanzania,Mto wa Mbu,-3.3667,35.8333,Swynnerton & Hayman 1951,,
Megadermatidae,Cardioderma,cor,,,NA,Tanzania,Ushora,-4.6667,34.2667,Swynnerton & Hayman 1951,,
Megadermatidae,Cardioderma,cor,,,NA,Uganda,Kidepo Valley NP,3.75,33.6333,Thorn & Kerbis Peterhans 2009,,
Megadermatidae,Cardioderma,cor,,,NA,Uganda,Lopodet,2.1333,34.8,Thorn & Kerbis Peterhans 2009,,
Megadermatidae,Cardioderma,cor,,,NA,Uganda,Murchison NP,2.25,31.8333,Thorn & Kerbis Peterhans 2009,,
Megadermatidae,Lavia,frons,MCZ,01-Jan-13,1913,Benin,"Dahomey, Porto-Novo",6.497,2.6256,GBIF,,
Megadermatidae,Lavia,frons,LACM,15-Feb-60,1960,Chad,Am Timan Am Timan,11.0333,20.2833,GBIF,,
Megadermatidae,Lavia,frons,NMZB33481,09-Dec-62,1962,Zambia,"Chisela Dambo, Mporokoso",-8.38,29.75,Monadjem et al. 2020,,Yes
Megadermatidae,Lavia,frons,FMNH,19-Jul-63,1963,Tanzania,"Rungwa, NE; Lake Rukwa",-6.9667,33.5167,GBIF,,
Megadermatidae,Lavia,frons,BMNH65.536,11-Dec-64,1964,Zambia,Bulaya,-8.53,30.13,Ansell 1967,,
Megadermatidae,Lavia,frons,MHNG,19-Aug-66,1966,Senegal,"Nioro du Rib, Saboya (Sine-Saloum)/Région de Kaolack",13.6134,-16.0869,GBIF,,
Megadermatidae,Lavia,frons,USNM,18-Jul-67,1967,Ghana,"Legon, University Of Ghana, Botanical Gardens",5.67,-0.2,GBIF,,
Megadermatidae,Lavia,frons,ROM,01-Oct-69,1969,Ghana,Becham,7.1167,-2.0333,GBIF,,
Megadermatidae,Lavia,frons,MHNG,26-Nov-70,1970,Chad,Maïlao,11.5763,15.2743,GBIF,,
Megadermatidae,Lavia,frons,FMNH,05-Nov-78,1978,Somalia,Mallable,2.2,45.62,GBIF,,
Megadermatidae,Lavia,frons,MHNG,10-Jan-83,1983,Central African Republic,Nana-Mambere; Kako,5.6667,15.2667,GBIF,,
Megadermatidae,Lavia,frons,MHNG,16-Nov-85,1985,Central African Republic,Basse Kotto; Sounda,4.7333,21.2333,GBIF,,
Megadermatidae,Lavia,frons,FMNH,08-Jul-05,2005,Tanzania,"Tarangire National Park, Foley's Camp",-3.7979,36.0688,GBIF,,
Megadermatidae,Lavia,frons,,05-Dec-08,2008,Ethiopia,Oromia,9.151,42.257,GBIF,,
Megadermatidae,Lavia,frons,,07-Apr-10,2010,Ethiopia,Oromia,12.496,35.638,GBIF,,
Megadermatidae,Lavia,frons,SMNHTAU,29-Feb-16,2016,Mali,Kenieroba,12.106,-8.333,GBIF,,
Megadermatidae,Lavia,frons,,,1973,Burkina Faso,Arli NP,11.45,1.45,Green 1983,,
Megadermatidae,Lavia,frons,,,1972,Burkina Faso,Cella,11.6167,-0.3667,Koopman et al. 1978,,
Megadermatidae,Lavia,frons,,,1972,Burkina Faso,Nobere,11.4333,-1.1667,Koopman et al. 1978,,
Megadermatidae,Lavia,frons,SMF,,NA,Burundi,Cohoha lake,-2.3917,30.0833,Kock 1981,,
Megadermatidae,Lavia,frons,SMF,,1979,Burundi,"Resha, Tanganyika see, E (Rumonge?)",-3.97,29.44,Kock 1981,,
Megadermatidae,Lavia,frons,RMCA,,1982,Burundi,Rusizi  ,-3.35,29.275,Verschuren 1980,,
Megadermatidae,Lavia,frons,,,NA,Cameroon,Maroua,10.6167,14.2833,Aellen 1952,,
Megadermatidae,Lavia,frons,,,NA,Cameroon,Yaounde,3.8667,11.5167,Aellen 1952,,
Megadermatidae,Lavia,frons,,,1978,Central African Republic,Monovo-Gouna St. Floris NP (Gounda),9.3167,21.2,Schlitter et al. 1982,,
Megadermatidae,Lavia,frons,,,NA,Central African Republic,N'dele,8.4,20.65,Schlitter et al. 1982,,
Megadermatidae,Lavia,frons,,,NA,Central African Republic,Zemio,5.0333,25.1333,Schlitter et al. 1982,,
Megadermatidae,Lavia,frons,,,NA,Chad,Fort Lamy (=N'Djamena),12.1167,15.05,Vielliard 1974,,
Megadermatidae,Lavia,frons,,,1970,Chad,Mailao,10.5187,16.0108,Vielliard 1974,,
Megadermatidae,Lavia,frons,RMCA29298,,1946,Democratic Republic of Congo,Albertville (=Kalemie),-5.95,29.1667,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS,,1949,Democratic Republic of Congo,Bagbele,4.3333,29.2667,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1955,Democratic Republic of Congo,Bauelendu,0.2667,29.6,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1939,Democratic Republic of Congo,Beni,0.4833,29.45,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1952,Democratic Republic of Congo,Bokoro,-2.8333,18.4,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1941,Democratic Republic of Congo,Bosodula,4.5333,20.2667,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,NA,Democratic Republic of Congo,Buta,2.8167,24.8333,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS,,1950,Democratic Republic of Congo,Cellule I,4.3333,29.2833,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS,,1952,Democratic Republic of Congo,Cellule II,3.9167,29.3667,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1932,Democratic Republic of Congo,Dubulu,-4.23,20.27,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS,,1952,Democratic Republic of Congo,Embe,4.6667,29.5167,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,MMNG,,1910,Democratic Republic of Congo,Faradje,3.7333,29.7167,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1957,Democratic Republic of Congo,Gangala na Bodio,3.6667,29.15,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS,,1949,Democratic Republic of Congo,Garamba Parc National,4.1833,30,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1953,Democratic Republic of Congo,Ishango,-0.1333,29.5833,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA9173,,NA,Democratic Republic of Congo,Kabalo,-6.03,26.92,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS,,1934,Democratic Republic of Congo,Kamande,-0.5833,29.3,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1954,Democratic Republic of Congo,Kambukabakali,-0.0167,29.6,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1953,Democratic Republic of Congo,Kanyatsi,-0.1333,29.6167,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,AMNH,,1926,Democratic Republic of Congo,Kasenyi,1.3833,30.4333,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1953,Democratic Republic of Congo,Kasindi-port,-0.05,29.6833,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1932,Democratic Republic of Congo,Katanda,-0.8333,29.3667,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1951,Democratic Republic of Congo,Kawa forest,1.5667,30.5333,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1954,Democratic Republic of Congo,Kiavikire,0.3833,29.7667,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1954,Democratic Republic of Congo,Kishero,0.1833,29.65,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1954,Democratic Republic of Congo,Kyavinionge,-0.1167,26.6,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1953,Democratic Republic of Congo,Lomera,-0.1167,29.5833,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,NA,Democratic Republic of Congo,Lotakamela,-0.3,22.05,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1925,Democratic Republic of Congo,Lulenga,-1.4167,29.3667,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS,,NA,Democratic Republic of Congo,Mabereni,3.8333,29.3667,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS10690,,1947,Democratic Republic of Congo,Mabwe,-8.7,26.48,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1925,Democratic Republic of Congo,Mahagi-port,2.1333,31.25,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA18045,,1947,Democratic Republic of Congo,Maka,-8.93,26.07,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1934,Democratic Republic of Congo,"May ya moto, Semliki",0.2333,29.7167,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS,,1934,Democratic Republic of Congo,Molindi river,-1.15,29.3167,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1934,Democratic Republic of Congo,Mongbwalu,1.9333,30.05,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1953,Democratic Republic of Congo,Museya,-0.1333,29.5833,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1937,Democratic Republic of Congo,Mutwanga,0.3333,29.7333,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1950,Democratic Republic of Congo,Nagbarama,4.2833,29.5333,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS,,1954,Democratic Republic of Congo,Nagero,3.75,29.5333,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,INPBC,,NA,Democratic Republic of Congo,Ndote,0.1833,29.65,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,INPBC,,NA,Democratic Republic of Congo,Ndotwe,-0.2,29.4667,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS,,1952,Democratic Republic of Congo,PFSK 8,4.3333,29.85,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RMCA,,1934,Democratic Republic of Congo,Rwindi,-0.7833,29.3,Van Cakenberghe et al. 2017,,
Megadermatidae,Lavia,frons,RBINS,,1953,Democratic Republic of Congo,Sabe ,1.3833,30.4333,Van Cakenberghe et al. 2017,,
